Fecha,Medicamento,Consumo Historico,Inventario Actual,Brote Enfermedad (0/1),Nivel de Ingresos (Bajo/Medio/Alto),Desabastecimiento (0/1),Demanda historica,Tiempo de entrega (di­as),Estacionalidad,Costo del medicamento,Categori­a del medicamento
2022-02-11,Metformina,479,479,0,Medio,0,386,19,1.096114494469645,28,Antiinflamatorio
2023-06-09,Salbutamol,283,832,0,Alto,0,343,27,1.1287173875769254,18,Antibiotico
2022-04-30,Paracetamol,325,602,0,Medio,0,201,23,1.125150360464268,82,Analgesico
2022-09-30,Loratadina,328,960,0,Bajo,0,197,6,1.0446889474748606,70,Antiinflamatorio
2021-03-20,Salbutamol,446,929,0,Medio,0,451,15,0.8252486926498831,33,Antibiotico
2024-03-01,Paracetamol,472,475,0,Medio,0,101,9,0.8673212631495264,85,Antibiotico
2023-11-18,Metformina,93,703,0,Alto,0,402,24,1.1871940094709013,95,Antihipertensivo
2023-10-12,Aspirina,211,705,0,Medio,0,286,29,0.8961725483503294,83,Antihipertensivo
2023-02-28,Amoxicilina,284,985,0,Bajo,0,362,20,1.0960524863345882,32,Analgesico
2023-04-26,Paracetamol,152,740,0,Bajo,0,225,3,1.1943352223867723,23,Antiinflamatorio
2021-04-11,Simvastatina,444,136,0,Alto,0,465,7,0.920944757195225,83,Antiinflamatorio
2023-07-25,Amoxicilina,58,963,0,Alto,0,448,26,1.114971822518551,36,Analgesico
2021-10-21,Losartan,406,259,0,Alto,0,471,15,0.954337060666168,17,Antibiotico
2022-02-10,Paracetamol,388,689,0,Medio,0,395,9,0.8058088465615779,76,Analgesico
2022-02-22,Paracetamol,166,849,0,Bajo,0,471,23,0.8897138124481602,52,Antihipertensivo
2023-02-11,Losartan,417,161,0,Medio,0,312,9,0.9843608692678089,20,Antibiotico
2022-03-08,Salbutamol,152,985,0,Medio,0,403,11,0.8648411999049459,57,Analgesico
2021-11-28,Aspirina,275,175,0,Alto,0,488,14,0.8566124921435879,10,Antihipertensivo
2023-11-20,Aspirina,190,122,0,Medio,1,398,28,1.1506542014436163,78,Antibiotico
2023-02-26,Losartan,419,221,0,Alto,0,339,26,1.173798828538998,82,Analgesico
2023-12-11,Losartan,466,807,0,Bajo,0,408,26,1.0993034264600952,15,Antiinflamatorio
2021-03-23,Amoxicilina,438,727,0,Bajo,0,384,24,0.9815712415136156,29,Analgesico
2024-05-25,Simvastatina,250,541,0,Alto,0,249,22,0.8187033000097992,91,Antibiotico
2021-01-22,Loratadina,448,109,0,Bajo,0,346,17,1.0015889534083706,61,Antibiotico
2024-05-29,Salbutamol,100,470,0,Medio,0,188,2,1.1323746861892132,90,Antiinflamatorio
2021-07-13,Losartan,113,405,0,Medio,0,109,9,1.023080387547977,53,Antiinflamatorio
2023-11-24,Salbutamol,352,797,0,Medio,0,426,14,1.147953984641386,52,Antihipertensivo
2021-11-29,Salbutamol,288,966,1,Alto,0,184,11,1.1966889111971248,52,Antibiotico
2024-07-25,Paracetamol,120,943,0,Medio,0,356,11,0.8347912961203723,87,Antibiotico
2023-11-02,Omeprazol,144,429,0,Bajo,0,102,21,1.1752768307428811,73,Antihipertensivo
2022-07-24,Metformina,306,376,0,Medio,0,389,26,1.1527855656673514,43,Antihipertensivo
2024-02-06,Amoxicilina,200,704,0,Medio,0,141,22,0.8548832671089076,34,Antihipertensivo
2024-06-24,Omeprazol,464,743,0,Medio,0,367,29,1.0409727359529284,71,Antihipertensivo
2024-01-10,Loratadina,226,536,0,Bajo,0,498,7,1.1312216014116092,88,Analgesico
2023-03-14,Omeprazol,457,935,0,Bajo,0,463,3,1.0644500528195706,15,Antibiotico
2024-08-17,Ibuprofeno,465,658,0,Medio,0,468,6,1.1079169609195025,51,Antiinflamatorio
2021-05-23,Salbutamol,74,765,0,Alto,0,202,3,1.1006182218285336,14,Antibiotico
2023-05-16,Simvastatina,61,543,0,Alto,0,392,15,0.8350802441439443,72,Antibiotico
2021-02-08,Metformina,248,969,0,Bajo,0,380,24,1.1165275500740275,62,Analgesico
2021-05-20,Salbutamol,485,917,1,Bajo,0,328,1,1.0500471846658885,26,Antiinflamatorio
2023-05-10,Aspirina,120,624,0,Alto,0,171,26,0.969896130858894,20,Antibiotico
2022-08-03,Losartan,319,991,0,Medio,0,113,11,1.0305416156866134,61,Antihipertensivo
2021-09-08,Salbutamol,281,147,0,Medio,0,186,27,1.0177116494751064,61,Antibiotico
2023-05-29,Loratadina,445,836,0,Bajo,0,439,25,0.8076607859464765,48,Analgesico
2023-10-28,Metformina,407,215,0,Medio,1,109,6,1.0065460310106242,91,Antibiotico
2023-02-28,Salbutamol,364,917,0,Bajo,0,459,11,0.8491912664608117,77,Analgesico
2021-09-28,Ibuprofeno,444,884,0,Alto,0,403,4,0.9364589926353453,36,Antibiotico
2022-02-17,Metformina,164,112,0,Alto,0,360,26,1.1368174599249616,71,Analgesico
2022-02-05,Ibuprofeno,369,988,0,Alto,0,266,12,0.8859274134017633,83,Analgesico
2024-01-10,Omeprazol,308,550,0,Alto,0,474,15,1.1391051496402846,11,Antiinflamatorio
2021-01-08,Omeprazol,121,241,0,Bajo,0,387,15,1.1248712113273127,68,Antihipertensivo
2021-02-08,Omeprazol,274,963,0,Medio,0,344,17,1.1560514748855786,56,Antibiotico
2023-03-03,Losartan,129,199,0,Medio,0,446,26,1.0220968099442003,78,Antibiotico
2021-12-12,Metformina,67,558,0,Medio,0,339,26,0.9364993009893805,53,Antibiotico
2022-02-20,Metformina,137,261,0,Medio,0,156,20,0.9622969851655305,93,Antiinflamatorio
2023-09-13,Ibuprofeno,354,154,1,Medio,0,175,20,0.9494217416359596,70,Analgesico
2023-04-23,Amoxicilina,414,900,0,Bajo,0,459,2,1.0869017810604957,56,Antibiotico
2021-06-02,Ibuprofeno,343,348,0,Bajo,0,333,15,1.0395876453574362,45,Antiinflamatorio
2024-07-01,Ibuprofeno,467,651,0,Bajo,0,377,14,1.1984448499072127,86,Antiinflamatorio
2022-03-28,Aspirina,226,170,0,Medio,0,266,4,1.095986296310817,11,Analgesico
2021-05-25,Loratadina,408,498,0,Alto,0,454,24,1.073405220737008,18,Analgesico
2022-06-17,Aspirina,445,533,0,Medio,0,338,25,1.0563460286471034,58,Antihipertensivo
2023-07-10,Paracetamol,429,678,0,Medio,0,164,12,1.0772845915247151,46,Antihipertensivo
2021-10-20,Losartan,72,147,0,Bajo,0,355,4,1.0233438989376045,89,Antihipertensivo
2021-10-20,Paracetamol,377,889,0,Bajo,0,164,29,0.9319061621189285,92,Antiinflamatorio
2021-03-11,Paracetamol,365,395,1,Medio,0,263,15,1.1995431141097634,44,Analgesico
2022-07-16,Omeprazol,117,134,0,Bajo,0,176,4,1.1618772056940183,90,Antibiotico
2021-01-14,Losartan,336,500,0,Medio,0,464,18,0.9409977905873291,42,Antihipertensivo
2021-12-02,Metformina,364,110,0,Bajo,0,164,17,1.1957029270081696,59,Antihipertensivo
2021-08-24,Amoxicilina,473,780,0,Bajo,0,303,8,1.1219160796648926,10,Antibiotico
2021-10-22,Simvastatina,165,336,0,Bajo,0,202,7,1.1185613845728668,28,Antiinflamatorio
2022-08-03,Omeprazol,86,141,0,Medio,0,320,18,0.8819716865968806,34,Analgesico
2024-02-25,Metformina,481,700,0,Alto,0,207,10,1.1072052133341523,43,Antihipertensivo
2024-08-05,Amoxicilina,496,186,0,Alto,0,358,4,1.0792787892132858,46,Antibiotico
2022-10-15,Metformina,201,632,0,Alto,0,304,1,1.1473707554122412,35,Antibiotico
2021-06-08,Aspirina,497,737,0,Bajo,1,496,22,1.182026083172072,95,Analgesico
2023-12-15,Ibuprofeno,472,914,0,Bajo,1,294,16,1.0437399398658138,15,Antibiotico
2021-08-10,Paracetamol,122,868,0,Bajo,1,482,27,0.9832927328478652,47,Antihipertensivo
2022-05-14,Amoxicilina,117,215,0,Medio,0,129,19,1.0925733299396037,99,Antihipertensivo
2022-01-07,Simvastatina,449,144,0,Medio,0,410,24,0.8841469740241488,46,Analgesico
2023-09-10,Ibuprofeno,313,105,0,Bajo,0,380,22,1.0649016070960147,91,Antiinflamatorio
2021-07-09,Amoxicilina,304,736,0,Medio,0,156,3,0.893302611603659,35,Antihipertensivo
2021-05-12,Loratadina,129,288,0,Alto,0,494,13,1.1589349530743676,24,Antibiotico
2024-06-22,Simvastatina,227,141,0,Alto,0,455,9,1.0571596094524331,69,Antiinflamatorio
2022-03-29,Simvastatina,65,358,0,Medio,0,343,4,1.0765844409611545,43,Antibiotico
2023-05-06,Amoxicilina,353,676,0,Bajo,0,444,3,1.1341525477430303,29,Analgesico
2022-09-28,Omeprazol,211,462,0,Medio,0,169,21,1.1982444903753415,69,Antiinflamatorio
2021-10-08,Paracetamol,236,795,0,Medio,0,132,6,0.949232409117595,37,Antiinflamatorio
2023-03-19,Ibuprofeno,242,567,0,Bajo,1,193,1,0.8330534613815712,99,Analgesico
2021-08-25,Aspirina,285,489,0,Medio,0,349,4,0.8426739037081067,51,Antibiotico
2022-01-13,Paracetamol,80,764,0,Alto,0,273,8,0.8101756998120424,95,Analgesico
2021-03-05,Amoxicilina,244,970,0,Alto,0,152,6,1.1268137171745958,36,Antiinflamatorio
2021-02-10,Loratadina,344,272,0,Bajo,0,429,3,0.9999067575013585,75,Antiinflamatorio
2021-02-04,Simvastatina,399,834,0,Medio,0,284,25,0.8175834825449567,97,Antiinflamatorio
2023-12-23,Amoxicilina,328,624,1,Medio,0,151,19,0.9659930829796513,61,Antibiotico
2023-06-18,Aspirina,88,741,0,Medio,0,162,9,0.9750163488923844,82,Analgesico
2023-09-14,Aspirina,267,694,0,Medio,0,362,24,1.035997714149102,15,Antihipertensivo
2023-05-10,Simvastatina,434,538,0,Medio,0,374,1,0.9581429217746054,39,Antibiotico
2023-12-07,Omeprazol,273,206,0,Bajo,0,398,12,1.046213755424076,73,Antibiotico
2021-09-30,Aspirina,451,969,1,Bajo,0,434,21,0.9939457917630388,72,Antihipertensivo
2022-10-22,Ibuprofeno,439,760,0,Medio,0,295,6,0.8076837573595572,28,Antiinflamatorio
2024-03-25,Omeprazol,395,274,0,Medio,0,260,10,0.8531708891034511,75,Analgesico
2024-06-24,Metformina,172,744,0,Alto,0,199,7,1.0585079288891739,25,Antihipertensivo
2021-06-26,Metformina,408,449,0,Medio,0,204,26,1.1458202943485374,21,Antihipertensivo
2021-11-25,Losartan,334,702,0,Alto,1,480,28,0.9465300678627163,78,Analgesico
2021-01-25,Losartan,309,598,0,Bajo,0,301,27,1.0804615891351346,65,Antihipertensivo
2022-06-28,Ibuprofeno,175,624,0,Medio,0,229,1,1.1197962611926304,53,Analgesico
2022-11-15,Simvastatina,238,410,0,Alto,0,393,2,0.9553329840526239,34,Antihipertensivo
2022-10-16,Ibuprofeno,117,822,0,Alto,0,424,13,1.090385694583866,69,Antihipertensivo
2023-08-18,Omeprazol,219,739,0,Bajo,0,240,23,1.1905472334581335,39,Antibiotico
2022-11-15,Losartan,267,513,0,Alto,0,113,26,0.8512639017702852,69,Antibiotico
2023-10-31,Aspirina,359,894,0,Alto,0,165,21,0.9205558126749505,98,Analgesico
2021-10-06,Paracetamol,139,552,1,Alto,0,359,27,0.9506292414359535,53,Antihipertensivo
2022-11-20,Ibuprofeno,286,134,0,Medio,0,370,18,1.1007435220514015,33,Analgesico
2022-03-16,Aspirina,282,455,0,Alto,0,324,29,0.8297702374883003,58,Antihipertensivo
2023-09-26,Simvastatina,179,518,0,Alto,0,102,11,0.8106649471111063,54,Antiinflamatorio
2021-04-14,Metformina,315,489,0,Alto,0,369,14,1.014155101244052,55,Antihipertensivo
2021-09-23,Paracetamol,246,183,0,Alto,0,326,22,1.169556091522368,43,Analgesico
2023-06-21,Aspirina,478,220,0,Medio,0,170,26,1.0378635472733542,38,Analgesico
2023-11-07,Loratadina,497,906,0,Alto,0,385,14,1.0090936183534653,17,Antiinflamatorio
2023-10-21,Paracetamol,224,725,0,Bajo,0,389,15,1.167479486173467,28,Antihipertensivo
2022-03-15,Paracetamol,370,423,0,Medio,0,115,17,1.000855580299467,80,Analgesico
2022-06-04,Losartan,400,865,0,Alto,0,298,13,0.8021878465045158,24,Antibiotico
2022-07-14,Aspirina,79,344,0,Bajo,0,211,17,0.9395795408714085,28,Antihipertensivo
2021-08-24,Loratadina,313,555,0,Alto,0,212,5,1.1620025649605723,79,Antibiotico
2021-04-30,Paracetamol,392,731,0,Bajo,0,264,5,1.1112804913849894,94,Antiinflamatorio
2022-09-09,Loratadina,131,533,0,Medio,0,475,15,0.900651839273153,46,Antiinflamatorio
2021-09-11,Paracetamol,302,571,0,Alto,0,318,25,0.8975198234707301,11,Antiinflamatorio
2023-06-16,Simvastatina,331,138,1,Bajo,1,144,18,0.9282149424862426,97,Antiinflamatorio
2023-01-04,Metformina,433,881,0,Bajo,0,378,22,1.147120205956595,60,Antiinflamatorio
2021-10-05,Loratadina,104,504,0,Alto,0,414,24,1.025775927101573,17,Antihipertensivo
2022-11-24,Losartan,287,219,0,Alto,0,444,10,1.0262345154431167,73,Antihipertensivo
2023-05-02,Losartan,393,953,0,Alto,0,251,19,1.0854558418856577,97,Analgesico
2022-10-11,Simvastatina,196,294,0,Medio,0,259,13,1.1626396063922566,99,Antihipertensivo
2021-05-04,Omeprazol,154,684,0,Bajo,0,420,10,1.1052438610933824,67,Antiinflamatorio
2022-12-02,Losartan,288,957,0,Alto,1,179,19,1.0006135643016534,82,Analgesico
2021-11-17,Losartan,477,559,0,Alto,0,441,10,0.9997180485398484,25,Antiinflamatorio
2023-11-25,Loratadina,180,179,0,Alto,0,170,23,1.0678935762571495,52,Antiinflamatorio
2024-01-24,Simvastatina,150,570,0,Bajo,0,461,19,1.1598855523989409,99,Analgesico
2022-04-01,Simvastatina,207,979,0,Alto,0,454,19,0.9477092053116408,91,Antihipertensivo
2022-02-02,Salbutamol,86,622,0,Bajo,0,406,27,0.9527322787924801,33,Analgesico
2023-12-06,Losartan,182,626,0,Bajo,1,277,22,0.9713381707005526,99,Antihipertensivo
2022-05-17,Omeprazol,316,945,0,Bajo,0,471,16,1.0550089795465158,56,Analgesico
2022-04-30,Amoxicilina,432,977,0,Medio,0,267,11,1.0619217603872715,34,Antihipertensivo
2022-06-01,Paracetamol,293,814,0,Medio,0,176,21,1.0307499536696798,62,Analgesico
2023-03-13,Loratadina,359,314,0,Bajo,0,401,24,0.868362180716858,26,Antiinflamatorio
2021-09-02,Paracetamol,305,271,0,Medio,0,238,14,0.9376021416927702,62,Antiinflamatorio
2022-08-22,Amoxicilina,80,218,0,Alto,0,117,20,1.0977136807353292,63,Antibiotico
2022-11-05,Ibuprofeno,383,397,0,Alto,0,360,8,0.8543215399903061,15,Antihipertensivo
2022-07-18,Paracetamol,138,267,0,Alto,0,412,27,0.8798254071165181,13,Antibiotico
2021-12-21,Losartan,343,889,0,Medio,0,446,18,1.103745086625926,15,Antiinflamatorio
2022-05-25,Salbutamol,419,471,0,Bajo,0,303,3,0.8948564833452594,18,Antiinflamatorio
2023-01-22,Metformina,204,167,0,Medio,0,232,18,1.0781293217819687,14,Analgesico
2024-05-29,Losartan,273,373,0,Medio,0,276,4,1.0333640474019643,84,Analgesico
2023-06-30,Omeprazol,257,809,1,Medio,0,163,14,1.0724535137762015,69,Antibiotico
2023-08-29,Amoxicilina,177,915,0,Medio,0,405,14,0.8326627474020518,89,Analgesico
2021-03-08,Losartan,244,592,0,Alto,0,407,7,0.8877272424336882,76,Analgesico
2023-07-09,Salbutamol,473,300,0,Alto,0,215,29,0.9444923774889213,39,Antibiotico
2023-03-19,Metformina,333,299,0,Alto,0,289,5,0.9351461260156567,78,Antibiotico
2024-05-24,Losartan,236,742,0,Bajo,0,391,15,0.8071487413605225,43,Antibiotico
2024-01-20,Losartan,206,672,0,Medio,0,458,28,1.1193856175809656,74,Antiinflamatorio
2021-04-27,Omeprazol,270,494,0,Medio,0,497,1,0.8872009497129822,38,Antihipertensivo
2023-02-18,Losartan,497,918,1,Medio,0,493,18,1.1947101422521964,20,Antibiotico
2022-12-30,Losartan,445,906,0,Bajo,0,310,14,0.8962771787271062,32,Antibiotico
2022-06-26,Omeprazol,372,809,0,Medio,0,322,9,0.9313723186850594,80,Antihipertensivo
2022-11-14,Aspirina,223,345,0,Bajo,0,394,17,0.9255699215133912,61,Analgesico
2021-04-07,Losartan,299,476,0,Medio,0,467,7,0.8293397407302012,23,Antibiotico
2021-12-06,Omeprazol,451,323,0,Medio,0,128,29,0.8896515318251185,26,Analgesico
2024-03-02,Losartan,52,450,0,Alto,0,322,10,0.9594698367943135,64,Antiinflamatorio
2024-07-21,Aspirina,417,975,1,Medio,0,187,12,0.8468171473156562,96,Antiinflamatorio
2022-02-01,Losartan,240,127,0,Medio,1,229,29,0.9699892684002159,33,Antiinflamatorio
2022-06-27,Simvastatina,328,535,0,Bajo,0,243,13,1.1450105603653078,45,Antihipertensivo
2023-02-15,Salbutamol,336,334,0,Medio,0,230,8,0.9752711235683678,16,Analgesico
2022-11-05,Loratadina,56,199,0,Bajo,0,107,24,0.9961359837614217,93,Antibiotico
2023-04-16,Omeprazol,391,500,0,Bajo,0,460,7,1.1827893552225515,78,Antihipertensivo
2023-05-19,Losartan,63,472,0,Medio,0,372,12,0.9361444304016767,54,Antihipertensivo
2022-07-14,Salbutamol,472,158,0,Bajo,0,364,9,0.9957864552044842,47,Analgesico
2023-10-25,Ibuprofeno,232,740,0,Alto,0,465,26,0.8708217132342464,58,Antiinflamatorio
2024-01-13,Simvastatina,430,740,0,Medio,0,338,27,0.9908155453442006,69,Antihipertensivo
2024-08-01,Amoxicilina,304,434,0,Bajo,1,238,17,0.8563934436099506,48,Antihipertensivo
2022-01-03,Salbutamol,445,531,0,Alto,1,410,11,0.9717170461099547,63,Analgesico
2023-02-28,Simvastatina,199,823,0,Medio,0,237,15,1.1323148985449651,43,Analgesico
2024-04-23,Simvastatina,448,559,0,Alto,1,229,26,1.1938120736324818,16,Antihipertensivo
2021-05-19,Aspirina,145,802,0,Alto,0,481,10,1.057318047194116,53,Analgesico
2022-09-17,Simvastatina,319,513,0,Alto,0,270,8,0.9390068477709681,96,Antiinflamatorio
2021-05-16,Omeprazol,374,868,0,Bajo,0,371,22,0.9637125838268523,13,Antibiotico
2024-06-11,Salbutamol,318,862,0,Medio,0,296,26,1.1535129759383074,89,Antibiotico
2022-03-16,Amoxicilina,180,425,0,Medio,0,163,12,0.9820115638043733,87,Antiinflamatorio
2021-08-08,Simvastatina,142,108,0,Bajo,0,301,1,1.1566712622105324,91,Antihipertensivo
2021-11-27,Omeprazol,80,683,0,Medio,0,295,9,1.0131173157610063,41,Antihipertensivo
2024-06-22,Salbutamol,254,756,0,Alto,0,144,1,1.020438041986172,58,Antihipertensivo
2023-12-29,Aspirina,354,353,0,Bajo,0,144,29,0.8963123525427228,29,Antiinflamatorio
2023-12-23,Losartan,197,224,0,Alto,0,225,20,0.8729502664832758,60,Antiinflamatorio
2023-03-10,Salbutamol,365,378,0,Bajo,0,477,15,1.0430675975955812,93,Antihipertensivo
2021-11-15,Salbutamol,308,657,0,Medio,0,170,28,0.808206117829298,98,Analgesico
2021-01-01,Metformina,276,983,1,Alto,1,344,25,1.129753561835416,22,Analgesico
2021-06-27,Salbutamol,136,307,1,Alto,0,379,10,1.0622421216782976,23,Antibiotico
2022-05-20,Losartan,226,449,0,Bajo,0,168,16,0.8686702787603411,52,Analgesico
2024-04-19,Metformina,405,288,1,Bajo,0,313,26,0.9703302152844607,87,Antiinflamatorio
2022-01-01,Ibuprofeno,395,532,0,Medio,0,119,12,0.8725185537431861,85,Antihipertensivo
2022-05-26,Paracetamol,384,883,0,Medio,0,123,27,0.9756076344781928,13,Analgesico
2023-07-11,Aspirina,173,747,1,Bajo,0,491,15,0.9838247581689903,18,Analgesico
2023-03-07,Aspirina,99,206,0,Medio,0,187,21,0.933274102787956,77,Antihipertensivo
2021-03-18,Metformina,146,427,0,Alto,0,282,18,0.9275655116864727,38,Antiinflamatorio
2023-06-27,Loratadina,214,354,0,Alto,0,245,26,1.0514042215087873,66,Antiinflamatorio
2021-07-12,Loratadina,99,870,0,Bajo,0,294,12,1.1392013445251294,19,Antibiotico
2021-04-13,Salbutamol,217,185,0,Bajo,0,225,28,1.0499247190579362,82,Analgesico
2023-11-15,Metformina,180,386,0,Bajo,0,221,24,0.9297814794820746,21,Antihipertensivo
2021-06-19,Simvastatina,276,506,0,Alto,1,135,8,1.0990710499249288,72,Antiinflamatorio
2021-12-31,Loratadina,238,361,0,Bajo,0,343,24,0.8427406869645375,15,Antihipertensivo
2022-10-27,Ibuprofeno,369,980,0,Bajo,0,359,7,0.9641837727703839,52,Antibiotico
2022-06-07,Salbutamol,393,373,0,Bajo,0,272,2,1.1979712587399063,37,Antiinflamatorio
2022-09-04,Salbutamol,176,823,0,Alto,0,122,1,1.0865343251054622,20,Antihipertensivo
2022-10-17,Losartan,422,856,1,Bajo,0,447,23,0.9253362647453367,43,Antihipertensivo
2021-09-05,Loratadina,119,535,0,Bajo,1,373,24,1.1536351206661735,14,Antihipertensivo
2023-10-14,Loratadina,185,105,0,Medio,0,181,13,1.0523406963991697,99,Antiinflamatorio
2021-07-14,Metformina,144,989,0,Medio,0,415,15,1.1325609924966105,61,Analgesico
2023-01-30,Paracetamol,106,219,0,Medio,1,408,22,1.025501009090952,97,Analgesico
2024-07-14,Omeprazol,480,712,0,Alto,0,140,1,0.9220512031168558,58,Antihipertensivo
2022-01-01,Aspirina,186,142,0,Medio,0,307,1,0.9554030159576661,74,Antiinflamatorio
2021-05-13,Salbutamol,118,807,0,Bajo,0,399,17,1.1153962115537417,34,Antibiotico
2023-07-14,Metformina,109,454,0,Bajo,0,112,14,1.0618395906348277,43,Antibiotico
2022-08-01,Amoxicilina,365,933,0,Alto,0,372,10,1.077119555715223,15,Antibiotico
2021-02-08,Losartan,450,603,0,Medio,0,101,5,1.1798122586525848,71,Antiinflamatorio
2022-02-28,Simvastatina,417,321,0,Alto,0,212,15,0.9012993211644463,53,Analgesico
2023-10-23,Omeprazol,464,641,0,Alto,0,495,19,1.0118241060320476,81,Antihipertensivo
2023-05-15,Amoxicilina,387,956,0,Bajo,0,455,23,1.183728477583347,62,Analgesico
2024-02-17,Loratadina,338,425,0,Alto,0,254,2,0.8582809901922803,96,Antibiotico
2022-06-26,Losartan,206,157,0,Alto,0,450,14,1.1953688573930754,65,Analgesico
